target,f1,f2,f3,f4,f5,f6
39.7,92.3,209.4,-33.2,84,16.3,116.2
0,89.4,254.6,-38,28,15.4,140.9
32.5,90.2,275,-29.4,25,16.6,141.4
40.5,88.2,114.4,-30.7,44,15.6,65.4
17.9,69.2,53.9,-19.1,9,7.9,29.2
25,55,44.4,-10,20,8.8,29.2
28,69.5,52.7,-21.4,59,10.7,34.6
25.8,156,1153.8,-49.7,54,27.1,442.6
0,76.8,254.6,-39,43,14.2,162.2
0,236.6,3870.5,-1365.3,106,46.7,941.2
0,92.9,200.8,-28.9,201,15.3,102.1
44.7,91.9,266.7,-29.9,103,15.8,140.3
0,129.2,471,-46.2,55,24.7,199.8
24.9,124.2,504.2,-29.2,30,23.4,246.4
0,189.7,1862.5,-124.4,60,42.5,608
39.4,139.7,599.8,-55,21,21.5,218.8
0,204.5,4273.4,-90.8,103,39,1248.4
46.8,99.2,364.3,-40,44,19.6,199.7
0,136.6,1334.8,-77.2,71,30,583.4
22.8,121.1,734.9,-47.4,36,24.9,363
41.1,132,561.1,-35.7,83,22.4,219.2
41.1,222.5,5161.9,-115.6,146,54,1806.7
0,120.2,813.9,-49.1,47,23.5,379.4
45.3,89.1,288.4,-34.2,43,17.9,162.6
0,70.1,26.3,-8.6,14,7.6,13.2
29,56.3,42.5,-14.7,115,8.8,31.8
39.9,72.1,68.5,-9.4,29,11.9,39.5
42.3,97.7,283.4,-21.9,36,19.4,152.1
17.5,73.5,57.8,-21.7,16,7.9,29.2
0,81.1,258.3,-28.9,18,11.6,111
0,232.4,5791.8,-152.4,443,54.9,1658.8
0,105.4,299.4,-33.8,33,18.3,141.8
48.5,81.7,96.9,-26.4,20,13.8,55.4
27.9,130.3,512.7,53.4,32,23.4,246.4
20.9,124,342.1,-28.9,32,23.4,158.1
46.1,104.7,280.6,15.5,19,19.4,152.1
34.1,67.2,141.7,-24.7,82,12,80.9
38.1,137,599.9,-39.4,45,21.5,218.8
34,72.9,142.3,-23.6,81,12,80.9
27.4,135.2,612.2,-58.7,27,24.7,275.4
22.7,53,44.1,-15.9,19,8.8,29.2
26.6,141.6,509,-21,41,23.4,246.4
19.6,159.4,1637.8,-77.8,74,35.2,674.4
0,249.3,4791.5,-108.8,86,48.9,887.6
21.4,90.9,202.2,-33.5,77,16.3,116.2
0,100.4,89.2,-36.1,32,12.5,34.7
23.5,108,583.4,-44.2,137,21.7,290.4
0,113.2,363.6,-63.9,57,25.4,181.6
22.4,71.4,140.7,-23.7,84,12,80.9
0,119.8,522.4,-49.9,37,21.4,163.7
17.4,57.5,41.3,-15.8,126,8.8,31.8
11.6,23.7,0.5,-5.2,8,3.3,0.5
37.1,97.8,329.9,-34.9,85,17.6,192.2
19.8,38.5,14.6,-9.8,41,5.2,13.3
20.2,60.1,76.2,-19.4,75,10.4,45.7
35.5,207.3,3411.9,-90.9,114,46.2,1156.3
42.7,95.1,245,-27.3,31,15.4,125.2
0,60.9,69.7,-24.3,29,8.9,45.1
0,175,1938.3,-85.6,79,33.6,686.8
47.1,52.1,46.9,-19.5,10,8.5,34.3
30,88.3,247.7,-24,39,15.7,151.9
0,60.5,52,-13.8,77,10.4,39.8
38.2,49.4,32.4,-11.9,29,7.1,24.9
0,66.1,90.1,-21.7,15,11.5,58.6
37.8,56.1,42.8,-12.5,14,7.2,34
0,186.7,1518.3,-121.5,258,46.5,575.2
35,135.5,1426,-63.8,162,30.8,605.7
30.4,84.7,260.5,-32.3,40,15.6,136.4
21.4,82.2,92.6,-29,20,13.8,55.4
46,89.9,284.7,-34,36,17.9,162.6
0,75,85.5,-37.3,64,10.9,51.7
0,207.2,3633.5,-95.5,113,47.5,1187.3
25.5,253.8,4745,-110,58,48.3,1550.5
0,160.2,844.9,-70.6,56,32,338
22.8,104.6,379.2,-42.3,131,20.5,175.1
41.5,55,109.6,-21.5,18,10.2,76.4
29.4,66.8,53.2,-21.6,57,10.7,34.6
17.1,58.2,41.4,-14.8,118,8.8,31.8
43.3,98.8,346.2,-45.7,123,20.8,169.1
24.1,91.3,240,-25.9,19,16.6,111.1
0,132.3,321.9,-49.6,42,21.1,147.1
35.5,179.9,1610.2,-94.8,91,38.8,629
35.8,130.6,610.1,-52,34,24.7,275.4
16.5,115.5,1129.8,-36.8,39,23.5,490.5
45.3,160.3,1134.6,-58.9,40,32.2,461.9
23.9,36.6,13.8,-6.4,32,4,10
0,104.7,320.4,-54.9,121,19.7,157.9
0,195.6,3245.3,-124,108,50.9,1126.8
29.9,64.2,102.7,-29.9,16,10.9,68.9
21.3,207.5,1535.6,-87.3,104,44.9,553.7
16.8,48.3,40.7,-15.6,9,7.9,31.7
0,168.2,1567.6,-90.7,183,35.7,617.1
0,225.2,2540.5,-115.7,86,47.4,835.2
0,206.1,2235.4,-102.6,127,43.7,710.3
0,237.5,3349,-101.3,309,49.8,1098.5
24.8,99.5,104.3,-20.3,33,15.4,58.7
26.7,153.1,604.1,-65.2,141,30.5,261
39.1,87.2,172.8,-28.5,87,14.2,84.4
40.7,254.1,4788.1,-123,55,48.3,1550.5
0,204.4,2608.9,-121.7,66,45.7,886.4
30.5,82.1,389.1,-38.9,11,19.6,188.5
16.5,75.7,94.2,-30.3,99,13,49
47.5,98.7,351.3,-37.2,92,17.6,192.2
0,111.1,350.8,-83.5,156,27.7,158.6
41.1,85.6,203.8,-35.7,92,16.3,116.2
37.7,89.6,109.4,-31.3,46,15.6,65.4
32.6,131,376.5,-14.7,45,23.4,158.1
41.2,57.7,110.2,-18.8,18,10.2,76.4
0,79.1,241.1,-26.4,23,15.2,140.8
30.9,255,4771.6,-109,58,48.3,1550.5
40.4,58,110.8,-19.1,20,10.2,76.4
32.9,89.1,506.3,-35.6,25,18.8,259.9
30.7,216.9,3553.7,-38.2,89,46.2,1156.3
20.4,51.6,42.6,-13.8,9,7.9,31.7
0,323.5,8559.5,-174.6,163,71.1,2064.8
26.3,150,600,-65,149,30.5,261
47.1,101.2,285.5,-27.6,27,19.4,152.1
0,137.4,732.8,-92.7,53,29.8,329.6
21.7,177.5,1397.5,-96.8,70,44.9,553.7
41.3,136.3,473.7,-57.4,69,27.3,206.1
16,66.5,51.9,-24.3,10,7.9,29.2
30.9,136.1,1406,-62,169,30.8,605.7
30.5,95.8,399.2,-26.1,11,19.6,188.5
0,79.1,249.3,-50.8,69,13.4,151.7
0,204.2,1242.2,-103.8,82,43.6,462.8
35.8,58.5,72.2,-16.6,52,9.3,54.5
0,67,117.6,-18.8,5,9.5,64.5
43,118.3,583,-23.5,66,22.3,282.2
30.8,99.7,259,-7.7,19,16.6,111.1
44,113.2,382.2,-38.6,44,19.6,199.7
46.8,93.4,288.1,-23.5,31,15.6,136.4
0,92,432.3,-33.1,103,15.9,218.1
0,98.4,251.6,-30.7,72,17.2,146.8
36.2,112.6,326.1,-17.4,32,16.6,141.4
29.4,196.5,4096.7,-115,63,47.3,1412.5
10,53.2,46.8,-14.3,21,8.5,34.3
32.9,72.3,140.6,-23.7,90,12,80.9
0,62.2,148.4,-30.6,33,11.4,88.9
25.3,132,456.5,-24.9,43,22.3,205.9
21,38.7,14.1,-9.4,36,5.2,13.3
34.2,182.2,1610.3,-102,84,38.8,629
23.9,98,857.6,-46.6,27,22,345
38.6,79.6,129,-27.8,15,13.2,80.6
0,101.8,674.7,-64.3,29,20.6,320.3
13.9,40.8,22,-10.5,20,5.4,16.5
15.3,39.2,21.6,-11.6,20,5.4,16.5
31.8,106.4,857.8,-24.9,23,22,345
22.6,50.2,29.4,-12,48,6.7,22.4
37.4,99.1,336.5,-35.5,89,17.6,192.2
30.9,135.7,770.3,-27.9,39,26.4,321.7
0,83.8,83.5,-24,31,14.2,48.5
33.9,107.2,269.2,-43.4,48,21.4,146.9
37.5,101.8,345,-35,85,17.6,192.2
31.9,56.9,40.4,-22.4,14,8.6,20.5
49.5,99.1,305.2,-31.9,119,17.1,174.7
16.7,84.5,199.4,-35.7,79,16.3,116.2
0,74.2,78.5,-19.9,15,11.5,45.7
19.1,86,202.2,-35.1,80,16.3,116.2
0,85.8,306.5,-56.1,36,17.9,152.6
40.2,61.1,74.6,-17.9,64,10.4,45.7
0,97.8,327.3,-66.1,34,17.9,163.1
15.4,92.8,175.2,-41.3,30,18.3,93.1
0,120.2,700.9,-51.1,143,27.9,345.1
31.1,95,392.9,-30.9,15,19.6,188.5
24.3,80.8,96.1,-30.3,97,13,49
33,140.1,520.4,-36.7,38,23.4,246.4
49.1,78,120.9,-27.7,82,13,69.4
0,103.3,229.9,-39.7,57,16.3,111.3
22.5,66.7,136.6,-15.9,18,9.6,80.4
37.6,95.4,231.5,-36.2,32,18.2,121.2
19.8,210.4,1675.6,-59.3,96,44.9,553.7
30,69.9,138.7,-15.6,18,9.6,80.4
36.8,68.9,39.9,-22.7,77,10.1,24.9
19.3,161,1610.5,-76.7,75,35.2,674.4
43,100,264.6,-28.4,85,15.8,140.3
35.9,130.9,1109.4,-49.9,64,27.1,442.6
0,93.6,253.4,-38.7,39,17.5,136.4
28.5,129.4,920.8,-54.7,62,25.4,388.5
49.1,85.3,258.6,-19.2,22,16.6,141.4
44.6,121.6,517.2,-64.7,57,28.8,233.4
0,228.5,3469.3,-103.5,122,51.3,1171.2
44.2,98.3,274.9,-36.8,33,19.4,152.1
25.7,157.6,1153.4,-55.7,49,27.1,442.6
0,107.1,414.2,-43.3,133,19.7,231.7
24.5,119.5,603.4,-60.1,29,24.7,275.4
0,67.1,152.2,-26.2,23,11.5,80.6
27,144.7,714.7,-33,70,22.4,219.2
31.8,164.8,1109.6,-69,48,32.2,461.9
47.5,76.2,47,-25.4,35,13.1,27.1
47.7,126.2,717.8,-55.6,31,26.2,321.1
23.9,97.9,243.1,-8.5,15,16.6,111.1
8.6,24.9,0.5,-6.2,8,3.3,0.5
0,108.6,197.3,-26.8,24,16.4,49
38.2,71,40.4,-23.3,70,10.1,24.9
0,98.3,288.9,-52.1,31,18.1,141.7
23.3,26,0.6,-3.5,6,3.3,0.5
28,92.1,367.6,-45.7,48,19.6,199.7
29,48.4,29.3,-12.4,48,6.7,22.4
0,107.4,846.3,-60,39,25.4,433.3
35.8,75.1,157.1,-26.7,64,13.4,97
24.8,83.4,97.6,-27.7,89,13,49
42.9,123.6,759.3,-54.8,57,26.2,321.1
0,90,214.8,-22,27,14.1,116
0,121.9,211.8,-41.3,112,24,116.4
32.9,95.8,272.1,-33.9,33,17.4,141.5
0,57.1,57.5,-20.1,62,9.7,42.8
0,83.9,258.2,-27.6,37,17.1,126.1
34.5,79.9,77.8,-12.1,12,11.1,45.3
46.4,166.6,1448.9,-76.7,131,36.2,584.7
28.6,54.7,69.4,-16.4,48,9.3,54.5
46.9,75.9,92.8,-19,70,10.7,51.7
48.4,125.1,712.5,-57.6,26,26.2,321.1
23.8,103.3,377.8,-42.3,131,20.5,175.1
26.2,76.6,48.6,-18,26,8.6,20.5
48.8,176.1,1470,-72.1,112,36.2,584.7
32.6,91.7,275.1,-31.4,25,16.6,141.4
0,118.1,1464.1,-84.6,36,28.7,628.3
32.8,110.1,855.6,-23.3,30,22,345
0,249.4,3173.4,-134,132,49.3,997.4
10.1,25.3,0.5,-2.6,6,3.3,0.5
29.9,75.1,143.4,-22.7,78,12,80.9
16.5,83.7,119.8,-25.3,86,12.8,69.3
37.3,96.1,262.2,-33.6,38,17.4,141.5
49.1,122.5,563.5,-22.8,51,22.3,282.2
42,95.9,380.6,-36.2,44,18,205.4
47,145.6,1444.1,-63.6,56,31.5,584.4
0,162.9,662.5,-42.7,33,25.4,147.5
19.9,54.1,30.5,-11.9,51,6.7,22.4
28.2,60.8,116.9,-19.2,16,10.5,76.5
34.8,116,354.6,-9.2,30,16.6,111.1
42.1,101.3,282.8,-25.4,26,16.6,141.4
44.4,102,288.2,-26.1,23,19.4,152.1
0,140.4,919.5,-62.7,81,28.3,371.9
0,106,1553.1,-57.8,21,24.2,649.7
44.4,94.6,136.6,-27.7,17,14.8,72.9
42.6,213.9,2806.9,-97,65,46.8,927.6
28.7,114.7,501.2,-44.7,24,21.6,267.7
50,251.5,4658.6,-110,48,48.3,1550.5
39.7,77.9,130.3,-28.7,14,13.2,80.6
26.3,95.8,166.9,-38.3,87,17.2,97.3
0,59.4,29.9,-10.7,8,8.8,20.5
45.3,108.2,289.6,-22.9,29,19.4,152.1
21.9,57,76.3,-18.9,76,10.4,45.7
33.3,166.5,1109.1,-61.6,35,32.2,461.9
0,126.7,697.9,-87.1,79,26.7,321.4
24.2,240.8,4701.4,-127,41,48.3,1550.5
24.5,63.6,75.3,-16.6,48,9.3,54.5
29,92,123.7,-26.8,89,13.6,61.9
0,252.1,3759.3,-129.9,254,50.7,1083.9
0,179.7,1789.5,-84,195,37.6,640.6
41.3,58.8,115.1,-18.6,23,10.2,76.4
22.1,126.3,1161.1,-33.3,46,23.5,490.5
41.1,64.7,71.7,-23.6,163,10.9,48.6
0,126.4,673.6,-52.1,95,24.3,305.8
29,125.3,1134.4,-28.1,43,23.5,490.5
39.6,122,606.3,-47.2,143,23.7,267.2
21.7,74.7,95.6,-24,14,12.3,62.1
20.2,148.9,594.6,-66.6,163,30.5,261
43.9,117.4,522.5,-55.3,41,21.6,267.7
47.1,122.6,711.6,-56.7,40,26.2,321.1
0,153.2,1889.9,-98.9,318,34.4,745.3
36.8,97.3,283.4,-28.4,100,15.8,140.3
25.3,239.4,2631.1,-87,98,53.7,835
34.3,60,42,-13.1,121,8.8,31.8
45.5,135.5,542.8,-37.3,67,22.4,219.2
0,190.2,1940,-84.4,97,40.2,709.9
32.8,87.5,138,-30.1,15,14.8,72.9
39.8,137,571.7,-55.5,23,21.5,218.8
25.6,52.1,33.9,-8.2,50,5.1,13.2
15.3,40,21.8,-10.8,20,5.4,16.5
0,196.9,2067.9,-115.7,55,35.2,606.3
0,103.5,499.3,-54,44,25.5,253
22.2,88.9,125.6,-23.1,75,12.8,69.3
39.4,54.4,33.3,-10.8,39,7.1,24.9
18.7,50.1,42.7,-17,10,7.9,31.7
43.5,89.4,113.9,-31,41,15.6,65.4
0,263.2,2499.1,-112.9,37,39.6,596.6
34.2,86.3,99.6,-28.8,22,13.8,55.4
0,181.5,1771,-101.1,218,41.1,675
30.7,139.3,515.3,-42.1,39,23.4,246.4
29.4,65.7,103.6,-33.2,14,10.9,68.9
49.1,62.6,42.7,-19.5,57,10.1,27
0,127.1,701.2,-66.5,26,26.2,298
0,206.5,1987.3,-139.3,53,49.2,687.3
45.8,89.5,286.1,-34.9,36,17.9,162.6
44.8,94.9,336,-33.9,94,17.6,192.2
0,104.7,382,-49.1,18,21.3,187.5
49.8,36.4,21.2,-5.7,4,4.3,16.1
48.8,76.5,47,-27.5,29,13.1,27.1
0,95.4,378.9,-47.3,49,17.9,192.9
40.2,70.9,40.9,-22.6,71,10.1,24.9
0,108.7,359.1,-37.3,47,21.5,169.5
0,100.1,174.1,-36.9,19,18.1,89.4
29.3,149.3,576.7,-46.3,36,21.5,218.8
34.5,232.7,2382.8,-98.2,91,53.7,835
39.3,69.1,40.9,-22.9,70,10.1,24.9
33.2,88.3,264,-26.7,31,15.6,136.4
34.1,106.3,483.5,-44.7,26,21.6,267.7
35,73.4,139.7,-23.9,88,12,80.9
47.6,74,97.2,-18.9,71,10.7,51.7
0,80.2,192.7,-29.4,26,15.1,115.6
0,194.3,1603.1,-108.1,75,39.8,573.9
31.3,84.7,119.5,-27.3,69,13.6,61.9
42.1,23.7,0.5,-5.3,92,3.3,0.5
0,157.9,2169.9,-98.2,44,33.8,832.3
23.6,101.5,507.6,-41.4,70,22.4,219.2
41,61.7,112.3,-18.3,17,10.2,76.4
0,99,487.8,-40.6,36,20,253.3
0,72.5,145.2,-15.2,28,15.3,80.6
0,73.7,64.2,-24.3,66,10.9,40
32.9,116.6,492.2,-61.4,34,21.5,218.8
15.2,39.7,21.8,-11.2,20,5.4,16.5
36.9,71.7,148.4,-16,19,9.6,80.4
0,86.6,232.7,-39,8,13.8,107.1
48.2,132.1,771.4,-70.5,102,32,346.6
46.7,67.5,136.4,-15.7,15,9.6,80.4
24.8,236.9,2594.6,-101,92,53.7,835
0,46,26.2,-14.4,5,7.1,18.4
25,90.9,204.5,-33.8,100,16.3,116.2
20.4,62.2,51.9,-11.5,9,7.9,29.2
46.5,142.4,526.7,-43.8,40,21.5,218.8
0,135,1326,-79.3,218,30.1,552.9
31.6,148.4,800.1,-25.8,67,22.3,205.9
26.1,146.5,526.3,-24.3,52,22.3,205.9
16.1,41.5,21.7,-10.7,20,5.4,16.5
0,198,2829.7,-98.8,112,57.2,1011.7
28,69.3,103.3,-29.1,16,10.9,68.9
0,85.5,290.8,-46.9,100,16.8,152.3
25.2,134.2,513.2,-26.3,40,23.4,246.4
36,95.8,258.1,-33.5,30,17.4,141.5
0,173.2,3211.2,-95.8,60,41.5,1218.6
24.9,41,19.1,-10.9,7,6.3,16.6
41.2,231.6,5163.1,-116.2,145,54,1806.7
0,217,3981.7,-149.2,307,48.7,1331.5
26.2,113.8,914,-65.9,51,25.4,388.5
12.6,55,47.7,-8.8,16,8.5,34.3
35.5,172.8,1606.9,-109,77,38.8,629
23.4,81.3,97,-28.8,97,13,49
29.2,73.4,138.6,-23.7,87,12,80.9
0,127.4,587.5,-72.2,92,20.1,252.8
26.6,84.6,117,-24.3,82,12.8,69.3
0,83.1,334.9,-41.8,17,15.5,180.8
0,162.8,1298.6,-77,208,34.9,407.4
30.6,89.1,287.2,-23.6,25,16.6,141.4
28.3,70.8,52.7,-20.7,60,10.7,34.6
0,144.8,1049,-88.6,161,30.9,462.1
0,69.8,97.2,-1.9,18,12.4,51.9
36,58.7,71.6,-16.5,50,9.3,54.5
0,81.1,120.6,-28.3,92,12.8,69.3
30.2,137.4,596.4,-50.1,31,24.7,275.4
32,86.6,276.4,-31.5,94,15.8,140.3
0,98.3,362,-36.2,46,18.3,187.7
22.7,47.1,38.5,-14.1,21,7.9,31.7
39.1,80.6,119.1,-24.6,82,12.8,69.3
0,187.1,2652.5,-89.8,66,43.4,968.2
0,130.8,986,-79.7,33,31.6,434.1
40.3,136.7,790.2,-67.7,63,27.2,353.9
0,240.3,2740.1,-126.1,53,54.4,901.1
31,246.8,2604.5,-74.3,98,53.7,835
0,108.1,596.7,-56.8,194,25.7,305.2
22.1,87.5,170.4,-28,83,14.2,84.4
25.2,181.7,1387.8,-78.3,119,44.9,553.7
47.4,80.6,46.8,-26.1,32,13.1,27.1
29.3,65.5,103.3,-34.5,13,10.9,68.9
32.9,114.3,415.3,-14.5,31,16.6,141.4
24.6,72.5,94.1,-25.1,12,12.3,62.1
0,95.6,112.1,-27.8,18,15.5,55.2
24.2,134.3,1154.5,-30.7,42,23.5,490.5
32.9,99.6,480.7,-66.1,22,21.6,267.7
21.7,57.9,76.6,-18.6,75,10.4,45.7
20.9,66.7,53.5,-17.3,8,7.9,29.2
0,107.8,726.8,-63,46,23,370.2
19.1,124.2,734.5,-38.8,26,24.9,363
49,36,20.2,-6,7,4.3,16.1
0,143.4,1047.9,-49.9,135,26.9,451.8
0,64.2,41.5,-19.7,60,10.1,27
19.5,122.9,733.2,-46.1,24,24.9,363
27.6,99.7,523.5,-31.7,27,18.8,259.9
34.3,41.4,14.5,-9.6,39,5.2,13.3
0,82,212.2,-372.8,13,14.5,125.1
0,151.9,1165.5,-68.2,60,25.8,338.2
28.4,68.2,137.5,-14.9,26,9.6,80.4
27.4,259.3,2796.4,-115,84,54,887
34.7,74,139.5,-24.1,92,12,80.9
43,96.8,398.3,-27.5,76,15.9,218.1
34.7,56.6,36.9,-7.8,43,5.1,13.2
27.2,71.5,141.5,-23.7,95,12,80.9
15.6,40.9,21.9,-10.8,20,5.4,16.5
24.3,224.3,4116.1,-76.9,59,47.3,1412.5
0,157.3,2215.3,-96.2,38,33.2,795.1
42.2,129.6,468.7,-59.5,68,27.3,206.1
32.8,180.3,1618.3,-57.8,77,38.8,629
30.2,152.5,609.4,-53.6,39,21.5,218.8
36.5,132.3,604.5,-46.8,36,24.7,275.4
39.5,128.7,600.8,-22.5,53,22.3,282.2
0,92,224.1,-30.5,33,18.6,126.2
18.7,70.2,53.6,-20.8,16,7.9,29.2
0,91.1,177.3,-41.3,85,19.1,102.4
0,288.2,6703,-205.8,114,63.3,1885.1
0,154.4,2834.2,-105.5,87,42.6,1053.6
26.3,158.2,811.2,-22.4,59,22.3,205.9
31.3,109.2,869,-24.4,20,22,345
0,109.8,624.4,-57.4,41,24.5,305.8
0,98.5,430.9,-56.2,15,18.9,212.2
26.1,210.3,2368.3,-16.3,89,53.7,835
26.8,86.2,167.9,-28.4,79,14.2,84.4
26.2,101.7,468.3,-36.9,22,21.6,267.7
38.9,101.9,263.4,-43.8,52,21.4,146.9
45.8,129,632.1,-32.6,66,22.4,219.2
45.3,84.1,240.7,-27.7,23,15.4,125.2
8.7,25,0.5,-5.5,6,3.3,0.5
45.7,101.5,339.7,-35.6,95,17.6,192.2
0,175.3,1369.1,-72.9,37,31,512.1
0,75.1,170.8,-20.7,22,13.6,101.6
0,65.7,104.9,-21.9,10,11.6,72.5
0,182.5,1746.4,-69.2,152,36.4,607.2
23.1,37.8,14.5,-9.8,39,5.2,13.3
35.6,99,492.1,-48.3,24,21.6,267.7
46.7,110.8,386.8,-40.3,114,20.5,175.1
40,109.4,390.5,-38.7,29,19.3,211.8
31.1,101.1,236.9,-21.1,43,16.6,111.1
0,48.8,49,-27.8,32,7.8,36.7
26.9,131.3,1421.3,-62.7,166,30.8,605.7
0,70.3,59.9,-22.2,11,11,31.5
22.7,120.4,550.5,-44.1,42,22.4,219.2
0,224.4,5792.5,-134.5,36,49.6,1806.5
45.7,49.5,28.8,-11.8,44,6.7,22.4
22,59.4,77.8,-17.4,73,10.4,45.7
0,129.4,427.4,-76.2,72,22,164.2
45.1,102.3,282.1,-27.3,77,15.8,140.3
31.7,103.5,492.7,-49.5,22,21.6,267.7
46.8,105.2,549.3,-20.2,27,18.8,259.9
19.5,64.6,131.1,-16,21,9.6,80.4
34,131.7,781.9,-48.5,59,27.2,353.9
47.4,69.6,73.3,-24.2,165,10.9,48.6
27.9,119.8,468.8,-51.1,21,21.5,218.8
0,160,1022.8,-82.2,32,33.9,406.8
23.6,82.9,105.4,-29.7,90,13.9,58.7
35.4,120.3,920,-27.5,31,22,345
0,154.4,280.7,-71.8,53,28.1,112.2
12.6,52,42.3,-11.6,14,8.8,29.2
25.4,149.4,597.2,-65.5,141,30.5,261
29.6,124.1,1149.1,-31.2,41,23.5,490.5
46.4,140.5,530.2,-42.7,51,28.8,233.4
26.9,125.6,453.4,-27.4,38,22.3,205.9
0,79.7,121.2,-25.6,27,11,76.5
42.9,111.8,577.5,-22.3,46,22.3,282.2
46.1,92.2,270.7,-28.1,27,16.6,141.4
0,307.7,7847.4,-166,159,71,2378.8
0,96.5,264.4,-38.1,55,15.2,140.9
36.9,99.7,263,-33,40,17.4,141.5
0,82.1,337.9,-33.7,92,15.6,174.4
0,249.6,3444.5,-135.7,138,53,1055.2
39.5,54.7,33.4,-10.8,39,7.1,24.9
0,95.1,279.3,-25.8,21,17.1,152.1
28,89.8,254.5,-31.5,32,15.7,151.9
47.4,195.3,2002.2,-66.8,54,39,745.9
36.7,67,104.5,-21.7,16,10.9,68.9
0,137.4,1185.2,-54.7,44,27.2,471.4
0,166.5,2180.6,-113.3,62,43.1,847.3
48.3,235.4,2804.3,-92.2,74,46.8,927.6
42.7,81,203.7,-29.3,64,14.5,115.6
21.1,113.1,315.3,-42,39,23.4,158.1
48.1,87.4,254.7,-18.7,45,15.6,136.4
45.1,148.3,797.6,-70.3,73,32,346.6
41,98.8,345.9,-44.3,128,20.8,169.1
29.7,216.2,2048.6,-51.7,93,40.3,674.6
50,115.7,712.6,-56.8,42,26.2,321.1
0,64.9,85.5,-19.6,37,10.5,51.4
36,129.8,579.4,-40.6,46,22.4,219.2
31.6,211.8,3398.9,-68.3,116,46.2,1156.3
0,93.2,138.9,-44.2,19,16.3,69.4
25.2,51.5,43.5,-14,10,7.9,31.7
20.8,84.8,202.6,-34.2,104,16.3,116.2
0,97.5,292.1,-44,60,19.2,152.4
32.7,85.6,122.9,-24,81,12.8,69.3
16.5,77.6,94.2,-29.8,99,13,49
0,359.7,13125.1,-171.9,167,87.9,3230.1
47.9,37,21.7,-5.6,3,4.3,16.1
20.6,189,1477.7,-101,78,44.9,553.7
36.7,94.5,330.6,-35.9,88,17.6,192.2
38.7,89.5,126.1,-27.5,59,13.6,61.9
25.8,149.8,783.3,-26.5,53,22.3,205.9
18.5,37.5,14,-10,38,5.2,13.3
44.3,69.5,140.5,-23.2,90,12,80.9
0,361.6,10022.1,-209.7,235,92,2232.2
36.4,136.7,923.2,-66.2,54,25.4,388.5
0,105.3,771.6,-41.9,32,16,225.1
0,149.3,805.2,-89.3,93,35.7,338.3
0,144.5,855,-53.9,44,29.5,363.1
0,210,3942.7,-132.5,104,46.9,1234.7
0,154.6,1515.2,-50.4,43,31.1,606.7
0,163.1,690.4,-76.9,97,30.9,246.8
0,73.3,87.9,-30.6,15,10.6,55.2
29.5,40.7,22,-10,19,5.4,16.5
24.9,82.2,122,-25.8,80,12.8,69.3
32.3,113.7,271.2,-6.5,40,16.6,111.1
15.6,41,21.9,-10.6,20,5.4,16.5
18.8,24.9,0.5,-4.5,96,3.3,0.5
0,149.5,1034.5,-100.5,37,31.5,397.5
9.8,24.9,0.5,-6.1,6,3.3,0.5
38.5,95.9,275.1,-33.3,25,19.4,152.1
15.9,52.6,42.7,-13.1,14,8.8,29.2
0,112.8,327.4,-32.4,27,21,163.5
32,156.3,1194.3,-18.1,70,27.1,442.6
31.9,121.4,790.7,-62.3,37,27.2,353.9
34.7,124.5,806.9,-45.6,31,27.2,353.9
30,129.3,799,-51.8,34,27.2,353.9
24.3,54.1,42,-15.1,121,8.8,31.8
28.1,77.3,91.6,-29.2,18,13.8,55.4
0,209.5,1561.1,-85.4,105,45.2,543.3
49.5,95.2,363.8,-36.6,42,19.6,199.7
26.4,188.6,1658.9,-62.8,80,35.2,674.4
29.1,83.3,255.2,-32.7,31,15.7,151.9
22.9,109.3,506.8,-45.4,23,21.6,267.7
37.7,56.5,70.4,-16.7,47,9.3,54.5
46.6,114.7,384.6,-44.8,36,21.9,187.5
0,51.5,15.5,-12.3,31,6.9,9
36.3,98.4,124.1,-25.3,70,13.6,61.9
0,77.5,196.9,-31,89,16.7,120.6
20.6,134.1,515.3,-38.1,27,23.4,246.4
18.9,123.9,737.8,-21.8,24,24.9,363
48.1,122,714.5,-57.1,28,26.2,321.1
11.6,56.5,48.6,-10,15,8.5,34.3
13.9,110.7,696.2,-53.1,144,24.7,337.3
35.4,93.5,258.3,-32.2,24,17.4,141.5
0,152.7,1466.8,-53.4,236,30.9,585
0,70.5,127.4,-22.3,81,10.8,64.3
49.2,143.9,1511.8,-68.6,100,38.8,629
42.5,48.3,29.8,-12.9,47,6.7,22.4
47.8,138.7,788,-73,63,32,346.6
33.1,57,45.3,-11.7,19,7.2,34
23.4,100.6,435.9,-31.6,64,22.3,205.9
23.9,69.8,133,-14.9,25,9.6,80.4
45.1,91.2,124.4,-25.7,87,13.6,61.9
10.6,26.1,0.5,-1.7,6,3.3,0.5
47.7,147.6,948.5,-54.8,51,29.4,424.9
0,183.1,2113.4,-104,105,35.2,482.5
0,134.6,1004.5,-76.8,66,30.9,424.7
19.6,59.5,41.1,-15.4,126,8.8,31.8
38.8,22.6,0.5,-5.1,96,3.3,0.5
26.8,45.7,29,-12.8,41,7.1,24.9
0,127.5,319.3,-53.8,82,19.6,141.3
44.7,95.1,163.9,-0.1,83,17.2,97.3
30.1,253.6,4774.5,-114,54,48.3,1550.5
0,82.5,128.9,-49.3,47,16.4,76.8
